date,GLD,HYG,LQD,QQQ,SPY,TLT,AAPL,MSFT,XOM,JPM,NVDA
2015/1/2,114.08,49.3,81.03,94.67,170.13,93.71,109.33,46.76,92.83,62.49,20.13
2015/1/5,115.8,48.85,81.36,93.28,167.05,95.18,106.25,46.33,90.29,60.55,19.79
2015/1/6,117.12,48.66,81.69,92.03,165.48,96.9,106.26,45.65,89.81,58.98,19.19
2015/1/7,116.43,48.96,81.8,93.21,167.54,96.71,107.75,46.23,90.72,59.07,19.135
2015/1/8,115.94,49.33,81.53,95,170.51,95.43,111.89,47.59,92.23,60.39,19.86
2015/1/9,117.26,49.58,81.75,94.37,169.15,96.47,112.01,47.19,92.1,59.34,19.94
2015/1/12,118.56,49.52,81.91,93.39,167.82,97.02,109.25,46.6,90.33,58.83,19.69
2015/1/13,118.16,49.52,81.98,93.36,167.35,97.02,110.22,46.36,90,58.84,19.655
2015/1/14,117.97,49.4,82.12,92.84,166.34,97.76,109.8,45.96,89.74,56.81,19.74
2015/1/15,120.94,49.1,82.55,91.64,164.82,99.3,106.82,45.48,88.96,54.99,19.6
2015/1/16,122.52,49.29,82.09,92.72,166.98,98.03,105.99,46.24,91.12,55.93,19.96
2015/1/20,124.2,49.2,82.28,93.45,167.33,99.34,108.72,46.39,91.09,55.71,20.02
2015/1/21,124.23,49.46,82.24,93.93,168.18,98.19,109.55,45.92,91.87,55.89,20.3
2015/1/22,125.23,49.53,82.2,95.67,170.68,97.83,112.4,47.13,92.87,57.59,20.65
2015/1/23,124.23,49.53,82.68,95.88,169.74,99.2,112.98,47.18,90.89,56.68,20.71
2015/1/26,122.99,49.75,82.66,95.77,170.14,98.89,113.1,47.01,91.76,56.77,20.615
2015/1/27,124.4,49.72,82.72,93.29,167.9,99.05,109.14,42.66,90.95,56.2,19.63
2015/1/28,123.42,49.61,83.29,92.81,165.74,100.67,115.31,41.19,87.95,54.75,19.31
2015/1/29,120.76,49.79,83.09,93.7,167.28,100.01,118.9,42.01,87.58,55.67,19.78
2015/1/30,123.45,49.65,83.77,92.97,165.17,101.78,117.16,40.4,87.42,54.38,19.205
2015/2/2,122.42,49.84,83.85,93.78,167.22,101.39,118.63,41.28,89.58,55.47,19.62
2015/2/3,121.05,50.12,83.17,94.68,169.64,99.25,118.65,41.6,92.25,56.72,20.11
2015/2/4,121.58,49.91,83.29,94.6,168.99,99.42,119.56,41.84,91.46,56.38,20.16
2015/2/5,121.79,50.21,83.02,95.42,170.7,98.33,119.94,42.45,92.36,56.77,20.485
2015/2/6,118.64,50.24,82.16,94.84,170.22,96.59,118.93,42.41,91.5,57.89,20.4
2015/2/9,119.17,50.12,82.21,94.54,169.46,96.43,119.72,42.36,91.56,57.82,20.38
2015/2/10,118.47,50.29,81.99,96.01,171.27,95.66,122.02,42.6,91.01,58.46,20.95
2015/2/11,117.07,50.28,82.04,96.36,171.37,95.84,124.88,42.38,90.6,58.37,20.81
2015/2/12,117.34,50.27,82.25,97.48,173.02,95.52,126.46,43.09,92.37,59.57,22.3
2015/2/13,117.98,50.34,81.92,98.32,173.73,94.54,127.08,43.87,93.37,59.67,22.31
2015/2/17,116.01,50.31,81.55,98.41,174,93.12,127.83,43.58,93.05,60.1,22.375
2015/2/18,116.34,50.48,81.84,98.55,174.02,93.67,128.72,43.53,91.01,59.37,22.12
2015/2/19,115.94,50.37,81.82,99.03,173.89,93.05,128.45,43.5,89.44,59.23,22.175
2015/2/20,115.28,50.5,81.95,99.7,174.94,93.33,129.5,43.86,89.92,59.8,22.335
2015/2/23,115.43,50.54,82.22,99.8,174.91,94.4,133,44.15,89.01,59.35,22.16
2015/2/24,115.26,50.59,82.76,99.87,175.41,95.63,132.17,44.09,89.42,60.82,22.31
2015/2/25,115.7,50.76,82.83,99.62,175.26,96.05,128.79,43.99,89.6,61.14,22.14
2015/2/26,116.07,50.75,82.39,100.13,175.05,94.73,130.41,44.06,88.65,61.58,22.2
2015/2/27,116.16,50.76,82.58,99.69,174.46,95.53,128.46,43.85,88.54,61.28,22.06
2015/3/2,115.68,50.75,81.87,100.59,175.56,93.75,129.09,43.88,88.04,61.77,22.595
2015/3/3,115.47,50.6,81.82,100.12,174.84,93.41,129.36,43.28,87.62,61.97,22.18
2015/3/4,115.11,50.51,81.76,99.73,174.1,93.44,128.54,43.06,87.18,62.13,22.43
2015/3/5,115,50.6,81.87,99.91,174.29,93.32,126.41,43.11,86.74,62,22.86
2015/3/6,111.86,50.28,81,98.78,171.84,91.26,126.6,42.36,85.63,60.89,22.55
2015/3/9,111.97,50.18,81.33,99.06,172.55,92.1,127.14,42.85,85.16,61.5,22.61
2015/3/10,111.42,49.98,81.46,97.22,169.75,93.32,124.51,42.03,84.26,59.96,22.995
2015/3/11,110.75,50.12,81.87,96.66,169.35,94,122.24,41.98,84.02,60.24,22.88
2015/3/12,110.72,50.22,81.79,97.3,171.51,93.93,124.45,41.02,84.22,61.37,22.67
2015/3/13,110.88,50.05,81.56,96.87,170.46,93.64,123.59,41.38,83.87,61,22.7
2015/3/16,110.81,50,81.64,98.12,172.73,94.54,124.95,41.56,84.76,61.85,22.97
2015/3/17,110.21,49.75,81.78,98.28,172.22,95.33,127.04,41.7,84.08,61.61,23.25
2015/3/18,112.37,50.19,82.78,99.24,174.29,97.17,128.47,42.5,86.07,61.75,22.87
2015/3/19,112.29,49.79,82.36,99.39,173.5,96.67,127.5,42.29,84.41,61.2,23.215
2015/3/20,113.57,50.18,82.59,100.04,175.03,97.18,125.9,42.88,84.54,61.75,23.47
2015/3/23,114.29,50.22,82.78,99.84,174.69,97.06,127.21,42.86,85.43,61.14,22.71
2015/3/24,114.57,50.3,82.91,99.48,173.7,98,126.69,42.9,84.52,60.46,22.4
2015/3/25,114.73,50.17,82.63,97.21,171.16,97.17,123.38,41.46,84.86,59.61,21.04
2015/3/26,115.48,50.16,82.12,96.87,170.75,95.66,124.24,41.21,84.32,59.54,20.965
2015/3/27,115.06,50.2,82.45,97.26,171.14,96.85,123.25,40.97,83.58,59.55,21.38
2015/3/30,113.75,50.34,82.59,98.38,173.23,96.37,126.37,40.96,85.63,60.96,21.47
2015/3/31,113.66,50.28,82.74,97.33,171.72,96.57,124.43,40.66,85,60.58,20.925
2015/4/1,115.6,50.38,82.98,96.83,171.11,97.84,124.25,40.72,84.46,59.95,21.01
2015/4/2,115.28,50.42,82.85,96.89,171.72,96.81,125.32,40.29,84.3,60.52,21.06
2015/4/6,116.69,50.55,82.95,97.68,172.88,96.27,127.35,41.55,85.13,60.47,21.665
2015/4/7,116.11,50.81,83.25,97.52,172.42,97.07,126.01,41.53,85.75,60.85,21.86
2015/4/8,115.47,50.8,83.23,98.29,173.01,97.1,125.6,41.42,84.06,61.05,22.02
2015/4/9,114.67,50.75,82.8,98.91,173.77,95.84,126.56,41.48,84.65,61.47,22.525
2015/4/10,115.97,50.87,82.92,99.32,174.72,95.98,127.1,41.72,85.56,61.7,22.76
2015/4/13,115.14,50.78,82.89,99.07,173.93,96.12,126.85,41.76,85.34,62.07,22.55
2015/4/14,114.44,50.8,83.08,98.78,174.26,96.8,126.3,41.65,86.63,63.04,22.36
2015/4/15,115.43,51,83.14,99.4,175.04,96.72,126.78,42.26,88.08,64.21,22.63
2015/4/16,115.03,50.89,83.09,99.26,174.99,96.24,126.17,42.16,87.73,63.81,22.49
2015/4/17,115.6,50.74,83.32,97.71,172.98,97.34,124.75,41.62,86.93,62.84,22.2
2015/4/20,114.72,50.85,83.12,99.18,174.56,96.48,127.6,42.91,87.24,63.24,22.09
2015/4/21,115.38,50.88,83.1,99.6,174.35,96.04,126.91,42.64,86.88,62.31,22.055
2015/4/22,113.83,50.83,82.56,100.15,175.21,94.58,128.62,42.99,87.46,62.94,22.31
2015/4/23,114.66,50.81,82.77,100.52,175.65,94.99,129.67,43.34,87.54,62.8,22.22
2015/4/24,113.05,50.9,82.93,101.89,176.06,95.58,130.28,47.87,86.97,62.6,22.03
2015/4/27,115.33,50.92,82.87,101.63,175.33,95.58,132.65,48.03,87.01,62.34,22.2
2015/4/28,116.33,50.84,82.37,101.43,175.88,94.26,130.56,49.16,87.8,62.76,22.305
2015/4/29,115.51,50.74,81.69,100.79,175.16,93.1,128.64,49.06,87.87,63.6,22.14
2015/4/30,113.47,50.71,81.76,99.21,173.4,93.27,125.15,48.64,87.37,63.26,22.195
2015/5/1,113.08,50.83,81.31,100.51,175.28,92.01,128.95,48.66,88.85,63.61,22.75
2015/5/4,114.1,50.82,81.05,100.68,175.78,91.14,128.7,48.24,89.11,64.72,22.61
2015/5/5,114.42,50.75,80.91,99.04,173.77,91.02,125.8,47.6,88.61,64.4,22.03
2015/5/6,114.36,50.6,80.57,98.36,173.06,89.46,125.01,46.28,88.19,63.92,22.1
2015/5/7,113.42,50.59,80.89,98.95,173.75,90.66,125.26,46.7,87.6,64.5,22.49
2015/5/8,113.97,50.99,81.35,100.18,176.03,90.91,127.62,47.75,88.99,65.49,20.825
2015/5/11,113.53,50.67,80.53,99.8,175.19,88.69,126.32,47.37,86.78,65.45,20.63
2015/5/12,114.5,50.67,80.41,99.34,174.67,88.92,125.87,47.35,87.02,65.36,20.83
2015/5/13,116.55,50.59,80.34,99.55,174.7,88.21,126.01,47.63,86.56,65.52,20.95
2015/5/14,117.18,50.84,80.61,101,176.52,88.45,128.95,48.72,86.97,66.05,21.29
2015/5/15,117.53,50.95,81.17,101,176.72,90.22,128.77,48.3,87.35,65.88,21.3
2015/5/18,117.52,50.87,80.55,101.45,177.26,88.71,130.19,48.01,86.85,66.42,21.27
2015/5/19,115.89,50.79,80.12,101.33,177.21,87.92,130.07,47.58,86.99,67.01,21.04
2015/5/20,116.08,50.73,80.22,101.4,177.08,88.07,130.06,47.58,87.13,66.48,21.04
2015/5/21,115.69,50.8,80.6,101.92,177.6,89.3,131.39,47.42,87.21,66.65,20.89
2015/5/22,115.6,50.84,80.54,101.82,177.17,89.34,132.54,46.9,86.52,66.47,20.86
2015/5/26,113.91,50.73,80.9,100.65,175.27,90.87,129.62,46.59,85.35,65.73,20.73
2015/5/27,113.89,50.84,80.98,102.28,176.93,91.08,132.05,47.61,85.11,66.47,21.84
2015/5/28,114.02,50.82,80.81,102.04,176.73,90.85,131.78,47.45,85.11,66.2,22.14
2015/5/29,114.1,50.89,80.85,101.44,175.63,91.05,130.28,46.86,85.2,65.78,22.13
2015/6/1,114,50.98,80.39,101.78,175.99,90.08,130.54,47.23,85.13,66.08,22.38
2015/6/2,114.46,50.88,79.98,101.45,175.82,88.82,129.96,46.92,85.14,66.02,21.935
2015/6/3,113.64,50.61,79.47,101.76,176.28,87.39,130.12,46.85,84.95,66.7,21.7
2015/6/4,112.84,50.45,79.88,100.98,174.79,88.53,129.36,46.36,84.22,66.33,22.09
2015/6/5,112.24,50.29,79.47,100.74,174.49,87.45,128.65,46.14,84.28,67.42,22.26
2015/6/8,112.57,50.29,79.42,99.72,173.42,87.35,127.8,45.73,84.85,66.89,21.75
2015/6/9,112.82,50.21,79.06,99.56,173.4,86.66,127.42,45.65,84.58,67.18,21.86
2015/6/10,113.78,50.28,78.85,100.92,175.48,85.9,128.88,46.61,85.21,68.26,21.47
2015/6/11,113.26,50.38,79.55,101.07,176.04,87.71,128.59,46.44,85.09,68.52,21.7
2015/6/12,113.23,50.19,79.41,100.24,174.69,87.71,127.17,45.97,84.02,68.25,21.11
2015/6/15,113.73,49.96,79.4,99.74,173.95,87.85,126.92,45.48,83.72,67.99,21.07
2015/6/16,113.32,50.24,79.6,100.28,174.89,88.54,127.6,45.83,84.68,68.37,21.33
2015/6/17,113.85,50.19,79.59,100.56,175.18,87.86,127.3,45.97,84.73,68.14,21.58
2015/6/18,115.32,50.38,79.45,102.03,177,87.43,127.88,46.72,85.48,68.78,21.94
2015/6/19,115.12,50.41,79.87,101.52,176.21,88.55,126.6,46.1,85.21,68.08,21.87
2015/6/22,113.64,50.51,79.24,102.27,177.12,86.74,127.61,46.23,85.17,68.96,21.775
2015/6/23,112.89,50.47,79.06,102.35,177.24,86.22,127.03,45.91,85.07,69.75,21.22
2015/6/24,112.59,50.34,79.28,101.83,175.95,86.97,128.11,45.64,84.68,69.02,21.01
2015/6/25,112.44,50.19,79.15,101.62,175.42,86.66,127.5,45.65,83.93,68.65,21.17
2015/6/26,112.56,50.04,78.79,100.95,175.39,85.69,126.75,45.26,83.86,68.95,20.74
2015/6/29,113.07,49.7,79.47,98.57,171.71,87.96,124.53,44.37,82.82,67.2,20.12
2015/6/30,112.37,49.93,79.32,98.92,172.07,87.35,125.43,44.15,83.2,67.76,20.11
2015/7/1,111.98,49.94,79.07,99.7,173.45,86.17,126.6,44.45,82.37,68.07,20.4
2015/7/2,111.76,50.13,79.37,99.73,173.29,86.45,126.44,44.4,83.14,67.52,20.42
2015/7/6,112.06,49.97,79.69,99.5,172.79,88.05,126,44.39,82.53,67.33,20.17
2015/7/7,110.76,50.01,80.02,99.75,173.88,88.88,125.69,44.3,82.87,66.8,19.79
2015/7/8,111.09,49.76,80.13,98.01,170.96,89.65,122.57,44.24,81.97,65.43,19.65
2015/7/9,111.36,49.87,79.6,97.96,171.27,87.88,120.07,44.52,81.6,66.11,19.41
2015/7/10,111.49,50.16,79.09,99.45,173.43,86.49,123.28,44.61,82.22,67.05,19.75
2015/7/13,110.99,50.2,78.92,101.2,175.34,86.22,125.66,45.54,82.42,68.09,19.88
2015/7/14,110.74,50.15,78.99,101.86,176.1,86.5,125.61,45.62,83.11,69.04,19.89
2015/7/15,110.16,50.15,79.19,101.97,176.05,87.42,126.82,45.76,82.76,69.19,19.75
2015/7/16,109.76,50.23,79.32,103.42,177.46,88.02,128.51,46.66,82.91,69.56,20.19
2015/7/17,108.65,50.1,79.37,104.94,177.61,88.48,129.62,46.62,82.61,69.21,20.07
2015/7/20,105.7,49.86,79.19,105.3,177.7,88.11,132.07,46.92,81.76,69.26,19.7
2015/7/21,105.37,49.77,79.35,105.24,177,88.58,130.75,47.28,81.66,69.1,19.79
2015/7/22,104.8,49.45,79.45,104.04,176.68,89.13,125.22,45.54,81.79,70.08,19.405
2015/7/23,104.33,49.42,79.69,103.66,175.69,90.24,125.16,46.11,81.14,69.64,19.65
2015/7/24,105.35,49.28,79.65,102.64,173.86,90.47,124.5,45.94,79.94,68.91,19.42
2015/7/27,104.86,49.07,79.66,101.79,172.85,90.95,122.77,45.35,79.26,68.01,19.31
2015/7/28,105.02,49.34,79.6,102.67,174.98,90.29,123.38,45.34,82.48,68.05,19.73
2015/7/29,105.17,49.63,79.53,103.06,176.18,89.95,122.99,46.29,83.14,68.94,19.97
2015/7/30,104.27,49.77,79.57,103.55,176.22,90.65,122.37,46.88,83.01,69.04,20.02
2015/7/31,104.93,49.69,79.98,103.42,175.95,91.32,121.3,46.7,79.21,68.53,19.95
2015/8/3,104.1,49.6,80.17,103.1,175.36,92.28,118.44,46.81,78.06,68.53,20.29
2015/8/4,104.31,49.62,79.76,102.91,175.02,91.55,114.64,47.54,77.17,68.46,20.37
2015/8/5,103.93,49.56,79.45,103.7,175.59,90.86,115.4,47.58,77.17,68.73,20.58
2015/8/6,104.39,49.35,79.6,102.04,174.16,91.67,115.13,46.62,78.09,68.25,20.45
2015/8/7,104.65,49.2,79.88,101.91,173.82,92.87,115.52,46.74,76.83,68.05,22.98
2015/8/10,105.72,49.34,79.56,103.07,176.01,91.72,119.72,47.33,78.75,68.89,23.78
2015/8/11,106.26,49.11,79.89,101.75,174.42,93.17,113.49,46.41,77.49,68.23,23.66
2015/8/12,107.75,49.05,79.77,102.1,174.63,92.67,115.24,46.74,78.79,67.24,23.72
2015/8/13,106.86,48.98,79.49,101.94,174.42,92.37,115.15,46.73,78.65,67.55,23.52
2015/8/14,106.85,49.01,79.57,102.09,175.05,92.58,115.96,47,78.36,67.89,23.54
2015/8/17,107.13,49.01,79.82,102.94,176.03,93,117.16,47.32,78.77,68.07,23.39
2015/8/18,107.11,48.95,79.52,102.42,175.52,92.27,116.5,47.27,77.9,68.21,23.08
2015/8/19,108.55,48.9,79.91,101.74,174.13,93.18,115.01,46.61,76.23,67.6,22.99
2015/8/20,110.44,48.67,79.96,98.93,170.5,94.12,112.65,45.66,74.57,65.94,22.16
2015/8/21,111.13,48.49,79.98,94.6,165.36,94.41,105.76,43.07,72.13,63.6,21.47
2015/8/24,110.53,48.09,79.76,90.96,158.4,94.38,103.12,41.68,68.72,60.25,20.71
2015/8/25,109.16,48.19,79.35,90.62,156.54,92.86,103.74,40.47,68.71,59.91,20.28
2015/8/26,107.67,48.59,79.3,95.18,162.55,91.07,109.69,42.71,72.5,62.91,21.81
2015/8/27,107.73,48.95,79.38,97.6,166.57,91.12,112.92,43.9,74.85,64.48,22.63
2015/8/28,108.7,49,79.52,97.58,166.57,91.39,113.29,43.93,75.07,64.13,22.73
2015/8/31,108.82,48.93,79.32,96.37,165.23,90.69,112.76,43.52,75.24,64.1,22.48
2015/9/1,109.2,48.77,79.8,93.35,160.3,91.34,107.72,41.82,72.08,61.45,21.56
2015/9/2,108.62,48.97,79.68,95.99,163.34,90.56,112.34,43.36,73.23,62.57,22.21
2015/9/3,107.84,49.04,80.06,95.52,163.46,91,110.37,43.5,73.79,62.68,22.27
2015/9/4,107.49,48.99,80.24,94.38,160.98,91.83,109.27,42.61,72.46,61.5,21.75
2015/9/8,107.52,49.26,79.87,97.04,165.03,90.47,112.31,43.89,73.5,63.16,22.68
2015/9/9,106.13,49.2,80.04,95.95,162.82,90.91,110.15,43.07,72,62.18,22.23
2015/9/10,106.38,49.32,79.88,96.99,163.71,90.29,112.57,43.29,72.52,62.66,22.58
2015/9/11,106.16,49.3,79.94,97.53,164.45,90.86,114.21,43.48,72.69,62.56,22.65
2015/9/14,106.22,49.21,79.93,97.24,163.84,91,115.31,43.04,72.49,62.38,22.69
2015/9/15,105.9,49.2,79.33,98.38,165.89,89.26,116.28,43.98,72.86,63.58,22.94
2015/9/16,107.31,49.02,79.48,98.93,167.33,88.92,116.41,44.3,74.3,64.14,23.1
2015/9/17,108.41,49.06,80.13,98.97,166.95,90.01,113.92,44.25,74.46,62.65,23.31
2015/9/18,109.21,48.93,80.38,97.56,164.22,91.39,113.45,43.48,72.68,60.94,23.29
2015/9/21,108.53,48.84,79.97,97.87,165.07,89.9,115.21,44.11,73.39,61.45,23.53
2015/9/22,107.79,48.48,80.31,96.41,162.93,91.15,113.4,43.9,72.74,60.91,22.89
2015/9/23,108.22,48.4,80.26,96.48,162.67,91.15,114.32,43.87,72.3,60.64,23
2015/9/24,110.49,48.16,80.28,96.13,162.08,91.77,115,43.91,72.73,60.22,23.44
2015/9/25,109.81,47.91,80.04,95.31,162.04,90.97,114.71,43.94,73.23,61.47,23.61
2015/9/28,108.42,47.18,80.17,92.6,157.97,92.53,112.44,43.29,72.6,59.98,23.3
2015/9/29,107.98,47.17,80.28,92.12,158.06,92.79,109.06,43.44,72.97,59.84,23.71
2015/9/30,106.86,47.47,80.26,94.24,161.01,92.47,110.3,44.26,74.35,60.97,24.65
2015/10/1,106.73,47.16,80.25,94.67,161.43,92.87,109.58,44.61,74.06,61.42,24.17
2015/10/2,108.99,47.21,80.6,96.32,163.84,93.43,110.38,45.57,75.88,60.81,24.8
2015/10/5,108.77,47.78,80.39,97.7,166.76,92.16,110.78,46.63,76.81,62.02,25.42
2015/10/6,109.86,48.04,80.54,97.24,166.19,92.56,111.31,46.75,77.89,62.05,25.75
2015/10/7,109.7,48.53,80.83,97.82,167.55,92.25,110.78,46.8,79.2,62.13,26.02
2015/10/8,109.14,48.73,80.51,98.21,169.06,91.48,109.5,47.45,80.03,62.13,26.17
2015/10/9,110.87,48.74,80.54,98.66,169.16,91.72,112.12,47.11,79.26,61.93,26.07
2015/10/12,111.31,48.65,80.87,98.9,169.32,92.42,111.6,47,79.3,61.72,26.35
2015/10/13,111.86,48.53,80.81,98.26,168.26,92.57,111.79,46.89,79.16,61.55,26.4
2015/10/14,113.81,48.5,81.13,98.1,167.45,93.38,110.21,46.68,80.16,59.99,27.36
2015/10/15,113.29,48.61,81.09,99.71,170.02,92.93,111.86,47.01,81.48,61.89,27.43
2015/10/16,112.49,48.84,81.12,100.13,170.79,92.96,111.04,47.51,82.48,62.43,27.86
2015/10/19,112.02,48.97,81.11,100.7,170.88,92.7,111.73,47.62,80.99,62.22,27.81
2015/10/20,112.73,49.01,80.96,100.19,170.66,92.13,113.77,47.77,80.83,62.52,27.77
2015/10/21,111.73,48.96,81.36,99.57,169.6,93.05,113.76,47.2,80.21,62.06,27.41
2015/10/22,111.69,48.98,81.54,101.6,172.47,93.2,115.5,48.03,82.89,63.19,28.4
2015/10/23,111.5,49.15,81.24,104.45,174.36,92.41,119.08,52.87,82.98,63.87,28.59
2015/10/26,111.43,49.1,81.38,104.51,173.93,93.02,115.28,54.25,81.22,63.9,28.46
2015/10/27,111.68,48.94,81.4,104.72,173.59,93.26,114.55,53.69,81.09,63.64,28.44
2015/10/28,110.78,49.07,81.09,105.59,175.57,92.88,119.27,53.98,82.28,65.5,28.67
2015/10/29,109.72,48.95,80.52,105.43,175.47,91.4,120.53,53.36,82.23,65.21,27.68
2015/10/30,109.3,49,80.73,104.95,174.71,92.09,119.5,52.64,82.74,64.25,28.37
2015/11/2,108.59,49.15,80.38,106.14,176.78,91.67,121.18,53.24,85.28,65.54,28.7
2015/11/3,106.98,49.21,80.39,106.51,177.29,90.92,122.57,54.15,86.85,65.78,28.5
2015/11/4,105.97,49.06,80.29,106.52,176.75,91.02,122,54.4,85.98,65.85,28.03
2015/11/5,105.64,48.87,80.32,106.23,176.57,90.78,120.92,54.38,84.81,66.44,27.71
2015/11/6,104.1,48.64,79.79,106.31,176.48,89.45,121.06,54.92,84.47,68.46,31.55
2015/11/9,104.4,48.44,79.66,105.18,174.83,88.95,120.57,54.16,81.95,67.39,31.41
2015/11/10,104.18,48.33,79.86,104.91,175.24,89.21,116.77,53.51,82.35,67.68,30.81
2015/11/11,103.83,48.21,79.86,104.78,174.55,89.02,116.11,53.65,81.62,67.35,30.51
2015/11/12,103.85,47.89,79.83,103.76,172.11,89.45,115.72,53.32,79.41,66,30.4
2015/11/13,103.56,47.75,80.07,101.72,170.18,89.96,112.34,52.84,78.1,65.56,29.8
2015/11/16,103.71,47.97,80.08,103.19,172.77,89.88,114.18,53.77,80.9,66.51,30.4
2015/11/17,102.34,48.01,80.16,103.25,172.64,90.03,113.69,52.97,79.96,66.13,30.4
2015/11/18,102.43,48.1,80.18,105.23,175.38,90.22,117.29,53.85,80.74,67.45,31.03
2015/11/19,103.56,47.67,80.42,105.31,175.23,90.82,118.78,53.94,80.3,67.66,31.12
2015/11/20,103.09,47.66,80.41,106.02,175.87,90.54,119.3,54.19,79.79,67.54,31.39
2015/11/23,102.26,47.62,80.43,105.71,175.67,90.82,117.75,54.19,80.28,66.88,30.92
2015/11/24,102.94,47.68,80.46,105.62,175.9,90.81,118.88,54.25,81.88,66.78,31.17
2015/11/25,102.46,47.73,80.54,105.71,175.88,91.02,118.03,53.69,81.25,66.86,31.13
2015/11/27,101.25,47.81,80.57,105.86,176.08,90.93,117.81,53.93,81.23,67.17,31.39
2015/11/30,101.92,47.78,80.6,105.59,175.35,91.29,118.3,54.35,81.66,66.68,31.72
2015/12/1,102.28,48.12,81.21,106.65,177.02,92.53,117.34,55.22,81.89,67.61,32.75
2015/12/2,100.69,48.02,81.01,105.99,175.21,92.56,116.28,55.21,79.55,66.66,32.5
2015/12/3,101.76,47.89,79.94,104.2,172.76,90.04,115.2,54.2,78.41,65.8,32.43
2015/12/4,104.02,47.78,80.37,106.63,176.13,90.83,119.03,55.91,78.86,67.89,33.75
2015/12/7,102.67,47.45,80.51,106.15,175.06,91.71,118.28,55.81,76.8,67,33.11
2015/12/8,102.84,46.86,80.4,106.16,173.89,91.76,118.23,55.79,74.63,65.96,33.56
2015/12/9,102.64,47.1,80.38,104.55,172.53,91.66,115.62,54.98,75.63,65.46,32.71
2015/12/10,102.55,46.91,80.2,105.02,172.98,91.78,116.17,55.27,75.69,65.61,32.98
2015/12/11,103.11,45.97,80.33,102.6,169.63,93.23,113.18,54.06,74.34,64.07,32.49
2015/12/14,101.79,45.57,79.74,103.38,170.48,92.02,112.48,55.14,76.03,64.27,32.57
2015/12/15,101.52,46.32,79.75,104.01,172.27,91.48,110.49,55.2,79.43,66.1,32.97
2015/12/16,102.75,46.67,79.74,105.56,174.79,91.28,111.34,56.13,79.15,67.53,33.17
2015/12/17,100.5,46.15,79.83,104.02,172.13,92.32,108.98,55.7,77.96,66.28,32.67
2015/12/18,102.04,45.97,79.83,102.02,169.06,92.83,106.03,54.13,77.28,64.4,32.14
2015/12/21,103.15,45.83,79.88,103.16,170.46,92.81,107.33,54.83,77.26,65.54,32.895
2015/12/22,102.61,46.38,79.78,103.84,172,92.14,107.23,55.35,77.65,65.68,32.93
2015/12/23,102.31,46.68,79.85,104.61,174.13,91.44,108.61,55.82,80.19,66.73,33.055
2015/12/24,103.05,46.78,80.11,104.59,173.85,91.97,108.03,55.67,79.33,66.6,33.17
2015/12/28,102.27,46.5,80.01,104.53,173.45,92.24,106.82,55.95,78.74,66.38,33.14
2015/12/29,102.2,46.76,79.6,106.18,175.3,90.71,108.74,56.55,79.16,67.07,33.68
2015/12/30,101.42,46.8,79.6,105.22,174.06,90.62,107.32,56.31,78.11,66.59,33.39
2015/12/31,101.46,46.83,79.73,103.91,172.32,91.02,105.26,55.48,77.95,66.03,32.96
2016/1/4,102.89,46.55,79.69,101.72,169.91,91.68,105.35,54.8,77.46,63.62,32.37
2016/1/5,103.18,46.64,79.73,101.54,170.2,91.31,102.71,55.05,78.12,63.73,32.89
2016/1/6,104.67,46.64,80.04,100.57,168.05,92.54,100.7,54.05,77.47,62.81,31.53
2016/1/7,106.15,46.33,80.11,97.42,164.02,92.71,96.45,52.17,76.23,60.27,30.28
2016/1/8,105.68,46.21,80.17,96.62,162.22,93.12,96.96,52.33,74.69,58.92,29.63
2016/1/11,104.74,46.14,79.91,96.91,162.38,92.1,98.53,52.3,73.69,58.83,29.68
2016/1/12,104.21,46.19,80.09,98.04,163.69,93.43,99.96,52.78,75.2,58.96,30.18
2016/1/13,104.72,45.68,80.34,94.66,159.6,94.35,97.39,51.64,75.65,57.34,29.26
2016/1/14,103.02,45.88,79.94,96.67,162.22,93.47,99.52,53.11,79.12,58.2,28.67
2016/1/15,104.08,45.28,79.82,93.67,158.74,94.93,97.13,50.99,77.58,57.04,27.11
2016/1/19,103.98,45.12,79.46,93.88,158.95,94.63,96.66,50.56,76.4,57.01,27.33
2016/1/20,105.37,44.82,79.58,93.59,156.92,95.63,96.79,50.79,73.18,55.51,27.48
2016/1/21,105.49,45.12,79.35,93.68,157.8,94.98,96.3,50.48,74.1,55.25,27.8
2016/1/22,105,45.81,79.4,96.39,161.03,94.62,101.42,52.29,76.57,56.95,28.45
2016/1/25,106.08,45.36,79.32,94.96,158.6,95.13,99.44,51.79,73.98,55.66,28.42
2016/1/26,107.29,45.76,79.54,95.82,160.76,95.17,99.99,52.17,76.7,57.08,28.7
2016/1/27,107.69,45.69,79.32,93.43,159.01,95.15,93.42,51.22,75.29,57.04,28.36
2016/1/28,106.54,45.93,79.41,94.75,159.84,95.29,94.09,52.06,76.99,57.28,28.05
2016/1/29,106.95,46.08,79.83,96.73,163.74,96.1,97.34,55.09,77.85,59.5,29.29
2016/2/1,108.05,45.8,79.57,96.99,163.68,95.8,96.43,54.71,76.29,58.86,29.3
2016/2/2,108.09,45.48,79.72,94.89,160.73,97.58,94.48,53,74.59,57.03,28.06
2016/2/3,109.25,45.7,79.52,94.43,161.69,96.77,96.35,52.16,78.48,57.41,28.2
