date,GLD,HYG,LQD,QQQ,SPY,TLT,AAPL,MSFT,XOM,JPM,NVDA
2017/9/26,123.14,56.25,89.63,135.42,218.12,99.64,153.14,73.26,80.89,93.7,171.96001
2017/9/27,121.98,56.27,89.28,136.64,218.97,98.14,154.23,73.85,81.43,95.18,175.73
2017/9/28,122.21,56.27,89.41,136.59,219.23,97.84,153.28,73.87,82.19,95.38,175.67999
2017/9/29,121.58,56.36,89.5,137.57,220,98.06,154.12,74.49,81.98,95.51,178.77
2017/10/2,120.77,56.33,89.58,137.7,220.95,97.89,153.81,74.61,81.63,96.84,179
2017/10/3,120.83,56.43,89.78,137.99,221.43,97.98,154.48,74.26,81.76,97.35,179.37
2017/10/4,121.17,56.37,89.73,138.12,221.69,97.99,153.48,74.69,81.79,96.36,180.87
2017/10/5,120.52,56.44,89.6,139.48,223,97.62,155.39,75.97,82.02,97.09,180.77
2017/10/6,121.09,56.36,89.53,139.67,222.75,97.34,155.3,76,81.71,96.92,181.3
2017/10/9,122.08,56.37,89.6,139.5,222.38,97.65,155.84,76.29,82.03,96.41,185.39
2017/10/10,122.4,56.41,89.66,139.61,222.97,97.81,155.9,76.29,82.26,97.13,188.92999
2017/10/11,122.79,56.35,89.62,140.02,223.32,98,156.55,76.42,82.6,96.84,190.94
2017/10/12,122.89,56.29,89.64,139.77,222.99,98.41,156,77.12,82.43,95.99,191.03
2017/10/13,123.82,56.31,89.99,140.31,223.26,99.12,156.99,77.49,82.41,95.86,194.59
2017/10/16,122.97,56.35,89.87,140.79,223.55,99.05,159.88,77.65,82.81,97.84,197.92999
2017/10/17,122.13,56.43,89.85,140.97,223.71,99.18,160.47,77.59,82.96,97.62,197.75
2017/10/18,121.67,56.49,89.72,140.8,223.93,98.52,159.76,77.61,82.76,97.99,197.58
2017/10/19,122.39,56.49,89.85,140.28,223.99,98.7,155.98,77.91,82.74,98.11,197.8
2017/10/20,121.61,56.54,89.61,140.66,225.15,97.65,156.25,78.81,83.11,99.51,196.89999
2017/10/23,121.8,56.48,89.7,139.74,224.27,97.82,156.17,78.83,83.24,99.34,196.62
2017/10/24,121.33,56.48,89.48,139.98,224.67,97.22,157.1,78.86,83.47,100.92,198.67999
2017/10/25,121.35,56.32,89.24,139.45,223.55,96.75,156.41,78.63,83.17,101.02,193.66
2017/10/26,120.33,56.25,89.23,139,223.84,96.43,157.41,78.76,83.47,101.74,195.69
2017/10/27,120.9,56.4,89.5,143.05,225.67,97.07,163.05,83.81,83.71,101.77,201.86
2017/10/30,121.13,56.39,89.79,143.37,224.83,98,166.72,83.89,83.54,101.41,203.84
2017/10/31,120.67,56.4,89.67,143.91,225.18,98.03,169.04,83.18,83.35,100.61,206.81
2017/11/1,121.11,56.35,89.81,143.86,225.48,98.46,166.89,83.18,83.87,100.92,207.2
2017/11/2,121.19,56.32,89.79,143.59,225.57,98.9,168.11,84.05,83.53,101.59,205.94
2017/11/3,120.62,56.32,89.9,144.97,226.32,99.17,172.5,84.14,83.18,101.41,208.69
2017/11/6,121.65,56.33,89.92,145.46,226.67,99.54,174.25,84.47,83.75,100.78,209.63
2017/11/7,121.21,56.17,89.85,145.55,226.51,99.96,174.81,84.27,83.58,98.75,212.03
2017/11/8,121.63,55.92,89.73,146.13,226.9,99.73,176.24,84.56,83.47,97.64,209.16
2017/11/9,122.13,55.65,89.49,145.37,226.08,99.45,175.88,84.09,83.97,97.63,205.32001
2017/11/10,121.13,55.77,88.98,145.36,226.01,97.95,174.67,83.87,82.94,97.51,216.14
2017/11/13,121.31,55.73,88.99,145.54,226.22,98.16,173.97,83.93,82.89,97.86,212.63
2017/11/14,121.56,55.49,89.02,145.01,225.69,98.82,171.34,84.05,82.24,97.27,214.17999
2017/11/15,121.41,55.49,89.39,144.33,224.56,99.89,169.08,82.98,81.21,98.19,209.98
2017/11/16,121.4,56.04,89.29,146.17,226.47,99.02,171.1,83.2,80.56,98.47,211.61
2017/11/17,122.86,56,89.4,145.61,225.81,99.76,170.15,82.4,80.24,98.14,211.36
2017/11/20,121.31,56.01,89.4,145.5,226.19,99.72,169.98,82.53,80.55,99.01,214.08
2017/11/21,121.51,56.13,89.7,147.08,227.67,100.03,173.14,83.72,80.87,98.93,216.05
2017/11/22,122.63,56.22,90.05,147.26,227.47,100.36,174.96,83.11,81.1,98.64,214.92999
2017/11/24,122.32,56.25,89.94,147.8,227.99,100.08,174.97,83.26,81.42,98.32,216.96001
2017/11/27,122.83,56.08,89.89,147.73,227.88,99.94,174.09,83.87,81.11,97.93,214.14
2017/11/28,122.81,56.25,90.02,148.11,230.19,100.07,173.07,84.88,81.67,101.36,210.71001
2017/11/29,122.04,56.18,89.66,145.53,230.05,99.09,169.48,83.34,82.27,103.73,196.42
2017/11/30,121.1,56.2,89.56,146.75,232.07,98.76,171.85,84.17,83.29,104.52,200.71001
2017/12/1,121.59,56.18,89.83,146.13,231.58,100.09,171.05,84.26,83.46,104.79,197.67999
2017/12/4,121.18,56.16,89.98,144.44,231.3,100.14,169.8,81.08,83.57,106.95,186.66
2017/12/5,120.32,56.13,90.15,144.54,230.47,100.63,169.64,81.59,82.89,105.72,187.74001
2017/12/6,120.07,56.08,90.32,145.19,230.52,100.98,169.01,82.78,82.28,104.93,189.25999
2017/12/7,118.49,56.1,90.14,145.68,231.24,100.19,169.32,82.49,82.55,104.62,191.99001
2017/12/8,118.48,56.16,90.03,146.32,232.5,100.2,169.37,84.16,82.66,105.93,191.49001
2017/12/11,118.01,56.17,90.09,147.46,233.2,99.99,172.67,85.23,83.03,105.62,194.66
2017/12/12,118.15,56.15,90.03,147.26,233.62,99.95,171.7,85.58,82.76,106.85,190.84
2017/12/13,119.17,56.18,90.34,147.54,233.59,100.71,172.27,85.35,83.12,105.51,186.17999
2017/12/14,118.93,56.06,90.5,147.44,232.64,101.13,172.22,84.69,82.9,104.66,186.47
2017/12/15,119.18,56.07,90.63,149.11,234.57,101.51,173.97,86.85,83.03,106.14,191.56
2017/12/18,119.73,56.13,90.36,150.36,236.06,100.59,176.42,86.38,82.94,106.96,197.89999
2017/12/19,119.82,56.01,89.9,149.47,235.15,99.28,174.54,85.83,82.44,106.51,196.11
2017/12/20,120.14,56.06,89.66,149.31,235.03,98.18,174.35,85.52,82.87,106.14,196.8
2017/12/21,120.31,56.12,89.9,149.33,235.51,98.75,175.01,85.5,83.85,107.83,195.89
2017/12/22,120.94,56.17,89.97,149.16,235.45,98.89,175.01,85.51,83.97,107.45,195.27
2017/12/26,121.77,56.25,90.09,148.35,235.17,99.18,170.57,85.4,83.98,107.02,197.44
2017/12/27,122.23,56.28,90.59,148.37,235.29,100.47,170.6,85.71,83.9,107.22,197.17
2017/12/28,122.85,56.25,90.53,148.55,235.77,100.39,171.08,85.72,84.02,107.79,197.39999
2017/12/29,123.65,56.33,90.65,147.63,234.88,100.55,169.23,85.54,83.64,106.94,193.5
2018/1/2,125.15,56.39,90.05,150.22,236.56,99.46,172.26,85.95,85.03,107.95,199.35001
2018/1/3,124.82,56.66,90.21,151.68,238.06,99.94,172.23,86.35,86.7,108.06,212.47
2018/1/4,125.46,56.75,90.18,151.95,239.06,99.92,173.03,87.11,86.82,109.04,213.59
2018/1/5,125.33,56.79,90.15,153.47,240.65,99.63,175,88.19,86.75,108.34,215.39999
2018/1/8,125.31,56.75,90.14,154.07,241.09,99.57,174.35,88.28,87.14,108.5,222
2018/1/9,124.73,56.57,89.82,154.08,241.64,98.24,174.33,88.22,86.77,109.05,221.94
2018/1/10,125.03,56.45,89.87,153.72,241.27,98.12,174.29,87.82,86.08,110.25,223.67999
2018/1/11,125.44,56.64,90.09,154.77,243.03,98.52,175.28,88.08,86.93,110.84,224.08
2018/1/12,126.96,56.54,90.11,155.91,244.62,98.69,177.09,89.6,87.52,112.67,222.98
2018/1/16,127.17,56.51,90.19,155.46,243.78,99.1,176.19,88.35,86.97,112.27,220.11
2018/1/17,126.14,56.52,89.94,157.14,246.1,98.97,179.1,90.14,88,112.99,224.72
2018/1/18,125.86,56.46,89.59,157.17,245.69,98.05,179.26,90.1,87.43,113.26,224.44
2018/1/19,126.42,56.52,89.32,157.66,246.81,97.53,178.46,90,87.15,113.01,230.11
2018/1/22,126.65,56.57,89.23,159.35,248.81,97.63,177,91.61,88.25,114.33,233.69
2018/1/23,127.28,56.73,89.62,160.67,249.34,98.05,177.04,91.9,88.3,114.21,238.91
2018/1/24,128.83,56.65,89.56,159.62,249.25,97.52,174.22,91.82,88.53,115.67,235.8
2018/1/25,127.97,56.61,90.02,159.57,249.35,98.32,171.11,92.33,88.37,115.7,236.35001
2018/1/26,128.07,56.66,89.9,162.01,252.24,97.95,171.51,94.06,89,116.32,243.33
2018/1/29,127.35,56.46,89.66,161.23,250.57,97.27,167.96,93.92,88.01,116.2,246.85001
2018/1/30,126.8,56.26,89.35,159.9,248,96.7,166.97,92.74,86.78,115.11,242.72
2018/1/31,127.65,56.36,89.54,160.56,248.12,97.27,167.43,95.01,87.3,115.67,245.8
2018/2/1,128.07,56.25,89.14,159.2,247.84,95.86,167.78,94.26,89.07,116.87,240.5
2018/2/2,126.39,55.9,88.69,156.02,242.44,94.97,160.5,91.78,84.53,114.28,233.52
2018/2/5,126.71,55.59,88.74,149.87,232.3,95.87,156.49,88,79.72,108.8,213.7
2018/2/6,125.38,55.92,88.56,153.84,236.88,95.27,163.03,91.33,78.35,112.11,225.58
2018/2/7,124.79,55.72,88.31,151.85,235.59,94.37,159.54,89.61,76.94,112.87,228.8
2018/2/8,124.98,55.23,87.93,145.45,226.76,94.27,155.15,85.01,76.07,107.88,217.52
2018/2/9,124.77,55.07,87.65,147.96,230.16,93.67,156.41,88.18,75.78,110.04,232.08
2018/2/12,125.37,55.45,87.65,150.58,233.54,94.08,162.71,89.13,76.42,111.74,228.03
2018/2/13,126.08,55.28,87.62,151.36,234.12,94.5,164.34,89.83,76.3,112.43,232.63
2018/2/14,128.23,55.37,87.3,154.19,237.28,93.46,167.37,90.81,76.46,115.03,241.42
2018/2/15,128.38,55.82,87.71,157.06,240.31,93.77,172.99,92.66,76.21,115.51,246.5
2018/2/16,127.96,56.05,87.97,156.35,240.38,94.28,172.43,92,76.54,114.68,243.84
2018/2/20,126.24,55.85,87.6,156.67,238.88,93.87,171.85,92.72,75.75,114.71,249.08
2018/2/21,125.66,55.6,87.12,156.22,237.69,92.72,171.07,91.49,74.89,115.19,241.50999
2018/2/22,126.3,55.64,87.24,156.2,238,93,172.5,91.73,75.86,114.98,242.14999
2018/2/23,126.14,56.01,87.64,159.4,241.79,93.82,175.5,94.06,77.53,117.31,245.92999
2018/2/26,126.45,56.11,87.75,161.51,244.6,93.85,178.97,95.42,78.84,118.77,246.58
2018/2/27,125.13,55.96,87.37,159.51,241.54,93.72,178.39,94.2,77.5,117.36,246.06
2018/2/28,125,55.87,87.54,158.49,239.1,94.31,178.12,93.77,75.74,115.5,242
2018/3/1,124.72,55.5,87.45,155.9,235.62,94.96,175,92.85,75.2,113.43,232.21001
2018/3/2,125.39,55.81,87.17,157.33,236.84,94.19,176.21,93.05,75.55,113.32,236.53999
2018/3/5,125.18,55.81,87.14,159.07,239.57,93.93,176.82,93.64,76.27,115.06,235.64999
2018/3/6,126.53,55.89,87.21,159.75,240.18,94.02,176.67,93.32,76.18,115.16,242.16
2018/3/7,125.72,55.76,87.18,160.12,240.09,93.92,175.03,93.86,74.26,114.73,241.84
2018/3/8,125.42,55.82,87.36,161,241.25,94.46,176.94,94.43,74.12,114.74,241.17999
2018/3/9,125.54,56.02,87.05,164.13,245.45,93.84,179.98,96.54,74.56,118.04,245.33
2018/3/12,125.54,55.93,87.16,165,245.14,94.38,181.72,96.77,75.24,117.66,249.75999
2018/3/13,125.78,55.76,87.17,162.75,243.56,94.85,179.97,94.41,74.53,116.25,247.71001
2018/3/14,125.7,55.69,87.36,162.72,242.31,95.69,178.44,93.85,73.6,114.95,248.74001
2018/3/15,124.9,55.73,87.45,162.58,242.05,95.69,178.65,94.18,74.42,115.24,249.34
2018/3/16,124.6,55.85,87.55,162.1,242.31,95.35,178.02,94.6,75.12,115.44,250.48
2018/3/19,124.87,55.62,87.26,158.64,239.03,95.05,175.3,92.89,74.15,114.53,241
2018/3/20,124.31,55.73,86.95,159.16,239.44,94.66,175.24,93.13,73.99,114.64,249.58
2018/3/21,126.48,55.75,86.9,158.47,238.98,94.77,171.27,92.48,75.04,114.74,248.56
2018/3/22,125.98,55.42,87.05,154.56,233,95.71,168.85,89.79,73.5,109.95,241.85001
2018/3/23,127.61,55.27,86.77,150.48,228.04,95.63,164.94,87.18,72.89,107.01,232.97
2018/3/26,128.28,55.63,87.08,156.08,234.28,95.27,172.77,93.78,74,110.31,244.48
2018/3/27,127.49,55.58,87.39,151.03,230.29,96.29,168.34,89.47,73.7,108.17,225.52
2018/3/28,125.73,55.55,87.63,149.29,229.61,96.54,166.48,89.39,72.81,108,221.35001
2018/3/29,125.79,55.74,88.02,152.02,232.54,97.01,167.78,91.27,74.61,109.97,231.59
2018/4/2,127.26,55.53,87.98,147.64,227.52,97.2,166.68,88.52,73.22,107.85,221.05
2018/4/3,126.3,55.68,87.74,149.3,230.44,96.45,168.39,89.71,75.02,109.33,225.35001
2018/4/4,126.45,55.81,87.74,151.65,232.91,96.25,171.61,92.33,74.87,110.99,226.24001
2018/4/5,125.8,55.85,87.77,152.52,234.74,95.54,172.8,92.38,76.02,111.88,221.38
2018/4/6,126.39,55.73,88.04,148.7,229.51,96.58,168.38,90.23,74.87,109.09,214.25
2018/4/9,126.82,55.94,88.08,149.74,230.64,96.74,170.05,90.77,74.87,110.4,215.41
2018/4/10,127.12,56.14,88.1,153.05,234.31,96.56,173.25,92.88,77.07,112.51,227.91
2018/4/11,128.11,56.16,88.16,152.17,233.08,96.91,172.44,91.86,77.43,110.62,226.24001
2018/4/12,126.62,56.36,87.92,154,235,96.2,174.14,93.58,77.22,113.37,234.60001
2018/4/13,127.45,56.4,87.95,153.2,234.31,96.42,174.73,93.08,77.84,110.3,231.5
2018/4/16,127.63,56.48,87.96,154.37,236.24,96.45,175.82,94.17,78.54,110.21,231.49001
2018/4/17,127.75,56.51,87.97,157.69,238.76,96.72,178.24,96.07,78.33,110.21,237.53999
2018/4/18,127.85,56.45,87.52,158.01,238.94,95.94,177.84,96.44,79.22,109.32,236.37
2018/4/19,127.6,56.27,87.19,156.56,237.62,95.16,172.8,96.11,79.42,111.72,229.03999
2018/4/20,126.63,56.13,86.83,154.08,235.6,94.47,165.72,95,79,111.47,228.71001
2018/4/23,125.62,55.98,86.8,153.69,235.57,94.5,165.24,95.35,79.57,110.93,223.88
2018/4/24,126.23,55.87,86.54,150.44,232.39,94.07,162.94,93.12,78.35,110.41,221.2
2018/4/25,125.41,55.88,86.27,150.62,232.97,93.44,163.65,92.31,79.5,109.99,216.66
2018/4/26,124.97,56.07,86.52,153.79,235.34,94.09,164.22,94.26,80.86,110.1,225.22
2018/4/27,125.5,56.05,86.72,153.88,235.56,94.82,162.32,95.82,77.79,109.4,226.33
2018/4/30,124.59,56.01,86.64,152.79,233.75,94.99,165.26,93.52,77.75,108.78,224.89999
2018/5/1,123.71,56.05,86.41,154.54,234.16,94.64,169.1,95,76.95,108.78,227.14
2018/5/2,123.65,56.03,86.34,153.63,232.59,94.54,176.57,93.51,76.8,107.92,226.31
2018/5/3,124.28,56.02,86.36,153.61,232.07,94.96,176.89,94.07,76.54,107.24,232.99001
2018/5/4,124.54,56.06,86.48,156.52,235.08,95.11,183.83,95.16,76.9,108.43,239.06
2018/5/7,124.57,56.12,86.38,157.82,235.87,94.95,185.16,96.22,77.74,109.37,248.67999
2018/5/8,124.59,56.03,86.35,157.66,235.87,94.87,186.05,95.81,78.09,110.99,250.39999
2018/5/9,124.33,56.12,86.33,159.38,238.15,94.3,187.36,96.94,79.93,113.41,255.78
2018/5/10,125.18,56.29,86.77,161.03,240.38,95.06,190.04,97.91,81.72,114.29,260.13
2018/5/11,125,56.27,86.92,160.88,241.12,95.3,188.59,97.7,81.28,113.86,254.53
2018/5/14,124.49,56.28,86.76,161.16,241.23,94.79,188.15,98.03,81.83,113.9,255.36
2018/5/15,122.48,56,86.11,159.37,239.57,93.72,186.44,97.32,81.79,113.03,245.56
2018/5/16,122.29,56.08,86,160.42,240.58,93.36,188.18,97.15,82.02,113.34,246.00999
2018/5/17,122.36,56.11,85.83,159.81,240.37,92.88,186.99,96.18,81.88,112.96,247.71001
2018/5/18,122.41,56.05,86.18,158.98,239.77,93.68,186.31,96.36,81.3,111.13,245.94
2018/5/21,122.48,56.13,86.24,159.87,241.57,93.73,187.63,97.6,82.28,112.15,244.24001
2018/5/22,122.41,56.17,86.15,159.67,240.9,93.59,187.16,97.5,81.64,113.01,242.7
2018/5/23,122.54,56.21,86.52,161.01,241.57,94.27,188.36,98.66,82.15,112.49,247.53999
2018/5/24,123.59,56.25,86.76,160.97,241.07,95.02,188.15,98.31,80.27,111.23,247.69
2018/5/25,123.21,56.16,87.01,161.13,240.5,95.61,188.58,98.36,78.71,110.66,249.28
2018/5/29,123.19,55.92,87.47,160.42,237.73,97.7,187.9,98.01,78.42,105.93,248.59
2018/5/30,123.37,56.09,87.13,161.56,240.9,97.05,187.5,98.95,81.5,108.35,252.99001
2018/5/31,123.1,56.04,87.1,161.46,239.43,96.89,186.87,98.84,81.24,107.01,252.19
2018/6/1,122.49,56.17,86.93,163.99,241.78,96.38,190.24,100.79,81.83,108.4,257.62
2018/6/4,122.37,56.28,86.73,165.48,242.93,95.68,191.83,101.67,80.97,108.45,264.85001
2018/6/5,122.85,56.35,86.79,165.99,243.1,95.9,193.31,102.19,80.68,107.84,265.07001
2018/6/6,122.92,56.49,86.48,166.96,245.14,95.13,193.98,102.49,82.06,110.36,265.14999
2018/6/7,122.86,56.51,86.76,165.6,245.11,96.05,193.46,100.88,82.88,110.8,262.89999
2018/6/8,123.01,56.48,86.62,165.61,245.83,95.76,191.7,101.63,83.6,111.11,262.28
2018/6/11,123.23,56.58,86.54,166.05,246.16,95.58,191.23,101.05,83.1,110.83,260.62
2018/6/12,122.82,56.63,86.54,166.93,246.48,95.61,192.28,101.31,82.42,110.19,262.57999
2018/6/13,123.19,56.65,86.46,166.92,245.69,95.56,190.7,100.85,81.51,109.97,262.39999
2018/6/14,123.38,56.81,86.85,168.61,246.31,96.35,190.8,101.42,81.89,108.03,266.91
2018/6/15,121.34,56.78,86.73,168.02,246,96.44,188.84,100.13,80.66,107.9,265.26001
2018/6/18,121.11,56.77,86.64,167.92,245.49,96.35,188.74,100.86,80.82,108.18,265.09
2018/6/19,120.8,56.69,86.69,167.45,244.55,96.91,185.69,100.86,80.7,107.55,260.17001
2018/6/20,120.26,56.75,86.2,168.64,244.97,96.06,186.5,101.87,80.45,107.54,262.31
2018/6/21,120.05,56.63,86.14,167.17,243.43,96.57,185.46,101.14,79.69,107.51,257.10999
2018/6/22,120.34,56.64,86.24,166.8,243.88,96.56,184.92,100.41,81.38,105.75,250.95
2018/6/25,119.89,56.51,86.16,163.04,240.56,96.78,182.17,98.39,79.74,104.79,239.12
2018/6/26,119.26,56.5,86.45,163.71,241.09,96.91,184.43,99.08,80.64,104.86,241.99001
2018/6/27,118.58,56.38,86.74,161.48,239.09,97.83,184.16,97.54,81.71,103.24,235.72
2018/6/28,118.22,56.22,86.63,162.87,240.46,97.85,185.5,98.63,81.97,104.93,240.86
2018/6/29,118.65,56.09,86.67,163.31,240.8,97.51,185.11,98.61,82.73,104.2,236.89999
2018/7/2,117.46,56.15,86.68,164.4,241.32,97.44,187.18,100.01,81.76,105.08,242.24001
2018/7/3,118.65,56.15,87,162.5,240.47,97.96,183.92,99.05,82.24,103.61,236.84
2018/7/5,119.05,56.37,87.28,164.52,242.43,98.24,185.4,99.76,82.31,103.72,242.73
2018/7/6,118.86,56.51,87.4,167.08,244.48,98.56,187.97,101.16,82.33,104.06,247.33
2018/7/9,119.15,56.6,87.46,168.58,246.68,97.93,190.58,101.85,82.9,107.28,249.25
2018/7/10,118.93,56.6,87.36,168.7,247.57,97.92,190.35,102.12,83.66,106.62,253.25
2018/7/11,117.64,56.52,87.53,167.85,245.76,98.3,187.88,101.98,82.59,106.39,247.53
2018/7/12,118.13,56.7,87.72,170.74,247.99,98.29,191.03,104.19,82.69,106.85,251.23
2018/7/13,117.61,56.7,87.79,170.88,248.18,98.54,191.33,105.43,83.31,106.36,249.32001
2018/7/16,117.55,56.66,87.65,170.47,247.96,98.13,190.91,104.91,82.49,110.58,248.2
2018/7/17,116.28,56.68,87.59,171.51,248.96,97.94,191.45,105.95,82.31,110.5,253.69
2018/7/18,116.31,56.7,87.57,171.19,249.49,97.55,190.4,105.12,82.22,111.53,251.7
2018/7/19,115.81,56.68,87.71,170.33,248.54,98.17,191.88,104.4,82.01,109.89,252.03
2018/7/20,116.56,56.7,87.45,170.29,248.26,96.96,191.44,106.27,81.4,111.28,250.89
2018/7/23,116,56.68,87.1,170.83,248.72,95.77,191.61,107.97,81.4,113.35,249.41
2018/7/24,116.04,56.8,87.37,171.54,249.97,96.1,193,107.66,83.01,114.15,248.71001
2018/7/25,116.68,56.91,87.49,173.94,252.1,95.94,194.82,110.83,83.59,115.18,251.87
2018/7/26,115.77,56.91,87.57,171.3,251.51,95.76,194.21,109.62,84.24,114.85,254.84
2018/7/27,115.83,56.9,87.69,168.99,249.81,95.92,190.98,107.68,81.92,116.03,252.02
2018/7/30,115.65,56.91,87.56,166.6,248.5,95.59,189.91,105.37,81.74,116.73,244.13
2018/7/31,115.99,57.03,87.84,167.88,249.73,96.11,190.29,106.08,81.51,114.95,244.86
2018/8/1,115.14,57.09,87.53,168.51,249.31,95.33,201.5,106.28,80.39,115.66,246.47
2018/8/2,114.52,57.12,87.63,170.81,250.67,95.47,207.39,107.57,79.91,116.15,250.62
2018/8/3,114.92,57.17,87.91,171.33,251.74,95.94,207.99,108.04,80.2,117.09,252.10001
2018/8/6,114.33,57.27,87.99,172.34,252.66,96,209.07,108.13,80.18,117.12,254.03
2018/8/7,114.59,57.3,87.72,172.97,253.5,95.5,207.11,108.88,81.27,117.55,256.95001
2018/8/8,114.91,57.26,87.58,173.17,253.39,95.6,207.25,109.49,80.73,117.79,258.42001
2018/8/9,114.74,57.23,87.65,173.07,253.05,96.4,208.88,109.67,80.32,116.88,256.45999
2018/8/10,114.69,57.13,87.79,171.75,251.35,97.1,207.53,109,79.42,115.73,254.78999
2018/8/13,112.96,57.09,87.77,171.56,250.41,96.9,208.87,108.21,78.56,113.89,256.12
2018/8/14,113.07,57.19,87.88,172.63,252.01,96.68,209.75,109.56,78.31,114.65,261.42999
2018/8/15,111.19,57.09,88.07,170.52,250.12,97.25,210.24,107.66,76.94,113.7,259.07999
2018/8/16,111.1,57.16,88.18,171.08,252.15,97.24,213.32,107.64,78,114.77,257.44
2018/8/17,112.13,57.23,88.26,171.12,253.04,97.36,217.58,107.58,78.26,114.77,244.82001
2018/8/20,112.69,57.25,88.49,170.97,253.58,98.01,215.46,106.87,78.81,114.62,247.84
2018/8/21,113.02,57.34,88.27,171.6,254.17,97.68,215.04,105.98,78.83,115.32,253.32001
2018/8/22,113.27,57.36,88.26,172.26,254.02,98.07,215.05,107.06,79.96,114.97,262.82001
2018/8/23,112.2,57.35,88.29,172.01,253.68,98.22,215.49,107.56,79.08,114.73,266.84
2018/8/24,114.16,57.45,88.46,173.61,255.21,98.41,216.16,108.4,79.62,114.68,272.22
2018/8/27,114.59,57.47,88.33,175.38,257.23,97.85,217.94,109.6,80.4,116.71,275.89999
2018/8/28,113.68,57.44,87.99,175.64,257.35,97.26,219.7,110.26,80.28,116.14,274.38
2018/8/29,114.2,57.41,87.9,177.67,258.73,97.39,222.98,112.02,80.86,115.76,278.48999
2018/8/30,113.64,57.36,87.98,177.35,257.69,97.6,225.03,111.95,80.51,115.19,277.81
2018/8/31,113.51,57.44,87.85,177.58,257.7,97.37,227.63,112.33,80.17,114.58,280.67999
2018/9/4,112.93,57.32,87.69,176.82,257.25,96.81,228.36,111.71,80.29,115.15,283.70001
2018/9/5,113.32,57.26,87.64,174.53,256.56,96.55,226.87,108.49,81.36,114.59,278.42001
2018/9/6,113.54,57.3,87.88,172.97,255.79,96.91,223.1,108.74,80.46,114.1,272.72
2018/9/7,113.23,57.24,87.52,172.31,255.29,96.09,221.3,108.21,81.83,114.32,271.85999
2018/9/10,113.15,57.36,87.81,172.89,255.73,96.44,218.33,109.38,81.71,113.71,274.73001
2018/9/11,113.22,57.37,87.61,174.22,256.58,95.71,223.85,111.24,82.86,114.43,272.79999
2018/9/12,114.17,57.51,87.78,173.71,256.64,95.93,221.07,111.71,83.13,113.08,268.20001
2018/9/13,113.76,57.61,87.97,175.56,258.16,96.08,226.41,112.91,82.32,113.52,271.34
2018/9/14,113.02,57.67,87.86,175.05,258.2,95.62,223.84,113.37,82.92,113.5,276.42999
2018/9/17,113.61,57.63,87.81,172.53,256.84,95.62,217.88,112.14,83.41,113.84,273.92999
2018/9/18,113.44,57.62,87.45,173.95,258.23,94.62,218.24,113.21,83.63,114.3,271.01999
2018/9/19,113.88,57.51,87.32,173.82,258.5,94.05,218.37,111.7,84.63,117.62,271.98001
2018/9/20,114.27,57.59,87.55,175.74,260.6,94.49,220.03,113.57,84.82,118.63,266.28
2018/9/21,113.49,57.61,87.56,174.78,260.36,94.45,217.66,114.26,85.17,117.85,263.45001
2018/9/24,113.47,57.58,87.36,175.27,259.5,94.21,220.79,114.67,86.6,116.72,265.70001
2018/9/25,113.65,57.53,87.36,175.51,259.26,94.11,222.19,114.45,86.5,116.39,268.41
2018/9/26,113.05,57.59,87.68,175.63,258.48,94.77,220.42,113.98,85.78,115.02,266.92001
2018/9/27,112.05,57.7,87.79,177.12,259.2,94.84,224.95,114.41,85.77,114.52,267.39999
2018/9/28,112.76,57.74,87.73,177.08,259.23,94.59,225.74,114.37,85.02,112.84,281.01999
2018/10/1,112.57,57.91,87.61,177.44,260.13,93.89,227.26,115.61,85.81,113.5,289.35999
2018/10/2,113.87,57.86,87.69,177.04,259.98,94.47,229.28,115.15,86.46,113.97,286.48001
2018/10/3,113.42,57.7,87.17,177.23,260.12,92.82,232.07,115.17,86.15,115.04,286.73001
2018/10/4,113.48,57.49,86.81,173.83,258.09,92.17,227.99,112.79,85.58,115.27,279.29001
2018/10/5,113.8,57.24,86.48,171.7,256.64,91.38,224.29,112.13,85.34,114.62,269.85999
2018/10/8,112.54,57.11,86.38,170.66,256.64,91.07,223.77,110.85,86.13,115.32,265.76999
2018/10/9,112.6,57.19,86.63,171.21,256.27,91.99,226.87,112.26,86.51,114.52,265.54001
2018/10/10,112.88,56.79,86.39,163.68,248.15,91.74,216.36,106.16,84.52,111.47,245.69
2018/10/11,115.78,56.83,86.75,161.65,242.69,92.86,214.45,105.91,81.6,108.13,235.13
2018/10/12,115.23,57.13,86.77,166.15,246.06,92.53,222.11,109.57,81.38,106.95,246.53999
2018/10/15,116,57.09,86.61,164.14,244.68,92.49,217.36,107.6,80.82,106.34,235.38
2018/10/16,115.8,57.29,86.83,168.91,250.03,92.7,222.15,111,81.2,108.62,245.83
2018/10/17,115.79,57.17,86.4,168.98,250.07,92.15,221.19,110.71,81.5,109.83,243.06
2018/10/18,115.92,56.93,86.4,165.06,246.46,92.12,216.02,108.5,81.85,108.09,239.53
2018/10/19,116.01,56.97,86.29,164.91,246.33,91.92,219.31,108.66,81.97,107.91,229.17
2018/10/22,115.71,56.99,86.19,165.76,245.22,91.8,220.65,109.63,81.15,106.36,231.22
2018/10/23,116.39,56.94,86.31,165.15,243.97,92.09,222.73,108.1,79.84,105.25,221.06
2018/10/24,116.66,56.66,86.43,157.59,236.58,92.78,215.09,102.32,77.62,103.29,199.41
